0	6803	5.0	1526342400
1	2373	5.0	1525046400
2	7865	5.0	1529712000
3	4443	5.0	1502064000
4	7831	5.0	1530316800
5	2577	5.0	1466467200
6	50	5.0	1480723200
7	158	5.0	1516492800
8	3094	3.0	1488931200
9	6394	5.0	1499385600
10	6785	5.0	1475452800
11	5457	5.0	1465344000
12	410	5.0	1494460800
13	1244	5.0	1423008000
14	6812	5.0	1469232000
15	15	4.0	1466467200
16	6235	4.0	1523491200
17	7397	5.0	1522886400
18	503	5.0	1503446400
19	5220	5.0	1506297600
20	2769	5.0	1527206400
21	1075	5.0	1524182400
22	124	5.0	1507507200
23	7216	5.0	1464825600
24	1245	5.0	1515024000
25	1708	5.0	1513814400
26	723	5.0	1525219200
27	6328	5.0	1451260800
28	4620	2.0	1428537600
29	6818	5.0	1464912000
30	2719	2.0	1463356800
31	2980	4.0	1468540800
32	661	5.0	1522713600
33	78	4.0	1475452800
34	395	3.0	1465948800
35	6804	5.0	1479686400
36	1243	5.0	1458950400
37	4445	5.0	1521676800
38	176	5.0	1447632000
39	1789	4.0	1431388800
40	6803	5.0	1515888000
42	1888	5.0	1489968000
43	4150	5.0	1390176000
44	122	5.0	1493596800
45	950	3.0	1519171200
46	5369	5.0	1428883200
47	777	5.0	1506729600
48	6745	5.0	1457222400
49	961	4.0	1518998400
50	6696	4.0	1476316800
51	3400	5.0	1483142400
52	841	5.0	1516147200
53	2926	4.0	1459641600
54	5876	5.0	1481068800
55	4133	3.0	1509408000
56	78	5.0	1466899200
57	2592	5.0	1489708800
58	333	5.0	1482537600
59	2531	3.0	1416614400
60	3539	5.0	1484092800
61	4973	1.0	1504224000
62	662	1.0	1516579200
63	4440	5.0	1451174400
64	5541	5.0	1525564800
65	4383	4.0	1498435200
66	1410	3.0	1450051200
67	2464	4.0	1476576000
68	2548	5.0	1526342400
69	580	1.0	1505952000
70	1286	5.0	1500336000
71	6732	5.0	1515542400
74	6759	3.0	1498003200
76	2531	5.0	1521417600
77	2789	4.0	1492300800
78	1398	5.0	1497484800
79	6493	5.0	1486166400
80	7910	5.0	1537660800
81	961	5.0	1455753600
82	2852	5.0	1430784000
83	3705	5.0	1526947200
84	3399	4.0	1452902400
85	2946	5.0	1452816000
86	2975	4.0	1457740800
87	2468	5.0	1426809600
90	1164	5.0	1480636800
91	402	4.0	1506902400
93	5188	5.0	1506124800
94	7946	5.0	1516320000
95	5097	5.0	1492560000
96	6657	5.0	1446249600
97	5510	3.0	1521417600
98	3420	4.0	1442361600
99	2263	5.0	1424649600
100	698	2.0	1505779200
101	161	5.0	1477267200
102	7139	5.0	1506816000
103	680	5.0	1495497600
105	2705	5.0	1515024000
106	6702	5.0	1528416000
107	6713	5.0	1524441600
108	812	5.0	1509321600
109	275	5.0	1503187200
111	6690	5.0	1470009600
112	3213	5.0	1492819200
113	1286	5.0	1485820800
114	6252	5.0	1472515200
115	4802	4.0	1496016000
116	4973	4.0	1506297600
117	6706	5.0	1471910400
118	1184	5.0	1460851200
119	4019	5.0	1438732800
120	1451	4.0	1383868800
123	1974	5.0	1524441600
124	5807	3.0	1466121600
126	2821	5.0	1504915200
128	7730	5.0	1488153600
129	6368	2.0	1515110400
130	5189	5.0	1511308800
131	807	5.0	1486598400
132	6812	4.0	1419638400
133	486	5.0	1499558400
134	167	5.0	1491436800
135	3395	3.0	1488499200
136	4529	5.0	1495238400
137	2192	5.0	1518480000
138	4846	4.0	1473465600
139	2151	5.0	1504051200
140	5457	4.0	1453334400
141	50	5.0	1525478400
142	6834	4.0	1523491200
143	2346	3.0	1469232000
145	5701	4.0	1513555200
146	2977	3.0	1493164800
147	7864	5.0	1454630400
148	4509	5.0	1516752000
149	5067	5.0	1520035200
150	4534	3.0	1486166400
151	7498	5.0	1499644800
152	7113	3.0	1523664000
153	405	5.0	1494979200
154	5709	3.0	1475107200
155	1284	5.0	1527206400
156	1974	5.0	1522972800
157	6818	3.0	1466726400
158	6876	5.0	1480032000
159	7892	1.0	1486857600
160	1243	5.0	1447804800
161	3381	5.0	1435622400
162	6739	2.0	1526428800
163	5748	5.0	1480982400
164	1161	5.0	1519344000
165	1216	4.0	1468195200
166	2769	5.0	1525564800
168	4011	3.0	1426896000
169	3567	5.0	1470960000
170	1974	3.0	1524009600
171	1245	5.0	1503964800
172	7861	3.0	1476316800
173	3494	2.0	1494892800
174	6394	5.0	1523059200
175	845	5.0	1487980800
176	1324	5.0	1460937600
178	6396	4.0	1530748800
179	287	5.0	1484524800
180	6330	5.0	1501718400
181	1075	5.0	1487203200
182	109	5.0	1517184000
183	3605	5.0	1503964800
184	1883	5.0	1515456000
185	7645	4.0	1476748800
186	0	4.0	1518739200
187	6551	5.0	1473897600
188	5940	4.0	1517443200
190	2464	1.0	1523750400
191	5118	5.0	1485129600
192	2373	4.0	1524528000
193	6667	3.0	1451174400
194	1330	4.0	1522108800
195	3388	4.0	1475798400
196	1540	4.0	1449792000
197	6988	5.0	1524441600
198	653	4.0	1451174400
199	663	5.0	1482796800
200	878	5.0	1497139200
201	961	5.0	1523404800
202	6338	5.0	1479427200
203	5219	5.0	1511136000
204	6907	5.0	1477612800
205	6937	4.0	1488326400
206	6812	3.0	1519603200
207	7596	4.0	1488240000
208	7485	5.0	1500336000
209	7897	5.0	1489276800
210	1998	5.0	1486944000
212	6743	4.0	1488499200
213	5117	5.0	1475539200
214	7012	5.0	1501891200
215	6713	5.0	1532649600
216	1789	5.0	1412208000
217	5457	5.0	1466726400
218	6398	3.0	1524787200
219	3399	5.0	1519344000
220	3093	4.0	1500940800
221	1243	5.0	1446336000
222	4300	3.0	1519603200
223	662	4.0	1470268800
224	376	5.0	1490745600
225	7608	5.0	1505952000
226	874	5.0	1482969600
228	675	5.0	1509580800
229	6634	5.0	1524009600
230	2977	5.0	1469232000
231	1244	5.0	1458172800
232	5541	1.0	1526601600
233	5541	5.0	1410652800
234	1762	5.0	1502582400
235	2373	2.0	1523232000
236	1888	5.0	1527811200
237	424	5.0	1502841600
238	3256	4.0	1488499200
239	7682	5.0	1528848000
240	338	5.0	1484438400
241	3491	5.0	1411776000
242	7446	4.0	1484092800
243	3213	4.0	1482969600
244	5712	4.0	1524096000
245	7173	5.0	1481673600
246	5216	5.0	1510272000
248	5030	4.0	1456963200
249	1286	4.0	1482624000
250	639	4.0	1508716800
251	3745	4.0	1487980800
252	1286	5.0	1503619200
253	5530	4.0	1486339200
254	6434	5.0	1501977600
255	3134	5.0	1499040000
256	6536	5.0	1482192000
257	6465	5.0	1520553600
258	1132	5.0	1508889600
259	4398	1.0	1461369600
260	3343	5.0	1487030400
261	1819	4.0	1527465600
262	788	5.0	1507939200
263	107	5.0	1465689600
264	4779	4.0	1515196800
265	3112	5.0	1459382400
266	2479	4.0	1519084800
267	2522	5.0	1480550400
268	3719	1.0	1520380800
269	4077	4.0	1448323200
270	1083	3.0	1507939200
271	6051	4.0	1529020800
272	4870	4.0	1455667200
273	1706	5.0	1462233600
274	1648	5.0	1524960000
275	4554	4.0	1527379200
276	6713	5.0	1518739200
277	7895	2.0	1485129600
278	6793	5.0	1448323200
279	7205	4.0	1467072000
280	6785	5.0	1448236800
281	4269	5.0	1478995200
282	2769	5.0	1458950400
283	6551	5.0	1494979200
284	6829	5.0	1506384000
285	5703	5.0	1522281600
286	7664	1.0	1524096000
287	456	5.0	1522627200
288	689	4.0	1508976000
289	1223	4.0	1436140800
290	188	3.0	1455840000
292	6937	5.0	1467849600
293	5541	5.0	1481846400
294	1805	5.0	1506643200
295	568	2.0	1498003200
296	7577	5.0	1494806400
297	6902	4.0	1454803200
298	4981	4.0	1486166400
299	6215	5.0	1473465600
300	2531	5.0	1414368000
301	2465	5.0	1525651200
302	4504	3.0	1528675200
303	599	5.0	1442102400
304	1216	5.0	1497744000
305	1687	5.0	1500768000
306	1075	4.0	1481932800
307	2265	2.0	1521417600
308	6261	5.0	1481328000
309	3586	3.0	1490918400
310	6844	5.0	1519603200
311	3461	5.0	1474329600
312	218	1.0	1512259200
313	5591	5.0	1510790400
314	5457	5.0	1527033600
315	6902	5.0	1520208000
316	808	5.0	1494720000
317	6989	5.0	1500768000
318	2743	3.0	1365638400
319	574	5.0	1513468800
320	6067	5.0	1522454400
321	6451	4.0	1528675200
322	1075	5.0	1467676800
323	713	5.0	1495584000
324	3312	5.0	1426204800
325	1	4.0	1430870400
326	1244	3.0	1434585600
328	1706	5.0	1472601600
329	3949	4.0	1479859200
330	5542	5.0	1528416000
331	5171	4.0	1486857600
332	5352	5.0	1517270400
333	4178	4.0	1484611200
334	337	5.0	1512950400
335	1258	5.0	1439596800
336	2091	3.0	1495929600
337	5409	5.0	1445299200
338	5180	2.0	1465430400
339	662	5.0	1503964800
340	6398	5.0	1503273600
341	5657	5.0	1517702400
342	78	5.0	1491350400
343	5858	5.0	1525478400
344	2637	3.0	1477958400
345	5117	5.0	1477872000
346	3342	5.0	1399507200
347	7724	5.0	1528848000
348	5908	3.0	1531180800
349	5410	5.0	1484092800
350	5915	5.0	1468454400
351	1888	5.0	1479340800
352	7215	5.0	1529020800
353	6751	5.0	1526774400
354	7845	5.0	1490140800
355	1717	5.0	1471910400
356	5457	5.0	1523836800
357	1916	5.0	1458000000
359	2464	1.0	1526515200
360	5459	5.0	1478908800
361	6966	4.0	1509408000
362	1418	4.0	1522713600
363	6785	5.0	1498953600
364	794	5.0	1483920000
366	367	5.0	1482019200
367	6395	4.0	1510358400
368	3009	2.0	1528675200
369	891	5.0	1515888000
370	5796	5.0	1497052800
371	2441	4.0	1509840000
372	6705	5.0	1449014400
373	4054	2.0	1444953600
374	847	5.0	1490918400
375	1822	5.0	1525910400
376	7733	3.0	1486857600
377	891	5.0	1515888000
378	3871	4.0	1515283200
379	346	5.0	1520294400
380	4049	4.0	1476057600
381	7894	5.0	1520035200
382	3126	5.0	1521417600
384	3834	3.0	1457136000
385	6509	5.0	1492300800
386	954	5.0	1481328000
387	7395	5.0	1524700800
388	3975	5.0	1513900800
389	3211	5.0	1449014400
390	6812	2.0	1527120000
391	610	5.0	1524873600
392	2368	5.0	1456012800
393	6555	1.0	1472083200
394	6763	5.0	1515628800
395	3491	5.0	1441756800
396	5541	5.0	1425168000
397	7624	5.0	1467676800
398	50	3.0	1511136000
399	7682	5.0	1500249600
400	3458	5.0	1452988800
401	6452	5.0	1500768000
402	2586	4.0	1488585600
403	4542	5.0	1451952000
404	4973	4.0	1505433600
405	2608	2.0	1463529600
406	7839	5.0	1527811200
407	6785	5.0	1481241600
408	5283	5.0	1438732800
409	1609	1.0	1471046400
410	78	4.0	1494374400
411	2022	5.0	1512691200
412	867	5.0	1522886400
413	2401	4.0	1500681600
414	662	3.0	1468454400
415	1787	4.0	1524268800
416	7011	4.0	1525219200
417	6812	5.0	1435190400
418	7346	4.0	1532908800
419	2464	3.0	1526860800
420	6740	5.0	1501545600
421	6509	5.0	1491782400
422	7271	4.0	1492819200
423	427	5.0	1525478400
424	7142	5.0	1491004800
425	5615	5.0	1520553600
426	5539	4.0	1429920000
427	6785	5.0	1446422400
428	7726	5.0	1518652800
429	1501	4.0	1468540800
430	5457	5.0	1432771200
431	187	5.0	1524700800
432	179	5.0	1485734400
433	6278	5.0	1525046400
434	1706	3.0	1494720000
435	3643	5.0	1486684800
436	7937	3.0	1536451200
437	5494	5.0	1519430400
438	682	3.0	1512864000
439	1771	4.0	1524096000
440	3507	5.0	1405728000
441	1909	5.0	1428796800
442	1385	5.0	1503878400
443	5457	4.0	1447977600
444	7599	5.0	1527811200
446	6148	3.0	1465257600
447	3700	5.0	1444262400
448	1569	5.0	1498694400
449	5457	5.0	1468627200
450	4881	5.0	1523404800
451	6031	5.0	1490140800
452	2577	5.0	1430784000
453	7474	5.0	1527552000
454	1805	5.0	1482537600
456	3376	5.0	1437004800
457	7170	5.0	1481932800
458	3607	1.0	1527120000
459	6814	5.0	1487635200
460	6667	5.0	1489363200
461	2775	5.0	1485820800
462	6395	5.0	1514505600
463	1706	5.0	1476748800
464	5658	5.0	1529884800
465	2134	5.0	1522627200
466	853	3.0	1509753600
467	6395	5.0	1497052800
468	534	5.0	1457827200
469	3876	5.0	1512604800
470	5214	5.0	1462233600
471	1888	5.0	1525824000
472	2622	4.0	1497916800
473	61	5.0	1452816000
474	5542	5.0	1435104000
475	1281	5.0	1483142400
476	6785	5.0	1474070400
477	3094	5.0	1468540800
478	4864	5.0	1520208000
479	1706	5.0	1507334400
480	421	2.0	1523318400
481	4891	5.0	1456012800
482	4243	5.0	1522281600
483	5301	5.0	1496707200
484	7718	5.0	1519171200
485	6551	5.0	1491264000
486	4511	5.0	1498521600
487	5333	3.0	1460937600
488	7363	5.0	1526428800
489	232	5.0	1471824000
490	4510	5.0	1459123200
491	236	3.0	1519171200
492	1216	4.0	1454716800
493	7937	4.0	1513900800
494	6812	5.0	1494115200
495	6941	5.0	1532736000
497	2818	3.0	1444608000
498	1805	3.0	1527379200
499	1470	4.0	1456704000
500	405	5.0	1504742400
501	1245	5.0	1462060800
502	5076	5.0	1516838400
503	1529	5.0	1524441600
504	6218	1.0	1467676800
505	1303	5.0	1485129600
506	4845	5.0	1505606400
507	6793	5.0	1438473600
508	2531	5.0	1524268800
509	6969	5.0	1466640000
511	778	5.0	1520467200
512	393	4.0	1520726400
513	7668	5.0	1524268800
514	6815	1.0	1523577600
515	1124	4.0	1526342400
516	2085	5.0	1456963200
517	1404	4.0	1520726400
518	201	5.0	1480118400
519	232	4.0	1468281600
520	1049	3.0	1463356800
521	7061	4.0	1509840000
522	2531	1.0	1451779200
523	3042	5.0	1452643200
525	2518	5.0	1414627200
526	2162	5.0	1461024000
527	299	4.0	1514419200
528	3773	2.0	1525564800
529	1083	4.0	1508716800
530	3785	4.0	1500163200
531	4821	4.0	1413763200
532	6812	1.0	1453161600
533	2956	5.0	1503273600
534	5118	5.0	1426550400
535	2898	5.0	1512432000
536	7042	4.0	1522886400
537	1244	5.0	1409356800
538	3655	3.0	1501200000
539	5432	5.0	1475280000
540	6716	5.0	1462406400
541	841	4.0	1437436800
542	1441	5.0	1519603200
543	2092	5.0	1519603200
544	5911	5.0	1508025600
545	2269	5.0	1478476800
546	6716	5.0	1502668800
547	3491	5.0	1461974400
548	5634	4.0	1430784000
549	3491	1.0	1492128000
550	7331	5.0	1502323200
551	5768	5.0	1445817600
552	3615	4.0	1506124800
553	2600	5.0	1482192000
554	1202	5.0	1518307200
555	4489	5.0	1492646400
556	5650	5.0	1508112000
558	6750	5.0	1492128000
559	5726	5.0	1432598400
560	6957	5.0	1529107200
